education_level,specialization,skills,certifications,cgpa/percentage,recommended_career,cgpa/percentage_is_outlier,job_title_original,job_title_clean,career_family,education_category,education_encoded,skills_combined,skill_list,skill_count,skill_tokens,skill_tfidf_accounting,skill_tfidf_communication,skill_tfidf_counseling,skill_tfidf_data_analysis,skill_tfidf_financial_analysis,skill_tfidf_machine_learning,skill_tfidf_marketing,skill_tfidf_ms_office,skill_tfidf_python,skill_tfidf_sql
phd,Science,"Accounting, Marketing, Data Analysis",AWS Certified,85,School Counselor,0,School Counselor,Other,Other,Doctorate,4,"accounting, marketing, data analysis","['accounting', 'marketing', 'data analysis']",3,accounting marketing data_analysis,0.5753620828922413,0.0,0.0,0.5766776582092905,0.0,0.0,0.5800011655955101,0.0,0.0,0.0
intermediate,Arts,"Python, SQL, Data Analysis",Tally ERP,89,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,High School,1,"python, sql, data analysis","['python', 'sql', 'data analysis']",3,python sql data_analysis,0.0,0.0,0.0,0.5779718010257521,0.0,0.0,0.0,0.0,0.5727440008543602,0.5813027668129485
masters,Computer Science,"Marketing, Data Analysis, Financial Analysis",CFA Level 1,68,Data Entry Operator,0,Data Entry Operator,Other,Other,Masters,3,"marketing, data analysis, financial analysis","['marketing', 'data analysis', 'financial analysis']",3,marketing data_analysis financial_analysis,0.0,0.0,0.0,0.5755078210842719,0.5777134635537049,0.0,0.5788245864677966,0.0,0.0,0.0
intermediate,Business,"Accounting, Marketing",Digital Marketing,73,Sales Assistant,0,Sales Assistant,Other,Business And Finance,High School,1,"accounting, marketing","['accounting', 'marketing']",2,accounting marketing,0.7042618871666777,0.0,0.0,0.0,0.0,0.0,0.7099402751530792,0.0,0.0,0.0
intermediate,Science,"Marketing, Accounting, Data Analysis",CFA Level 1,92,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Bachelors,2,"marketing, accounting, data analysis","['marketing', 'accounting', 'data analysis']",3,marketing accounting data_analysis,0.5753620828922413,0.0,0.0,0.5766776582092905,0.0,0.0,0.5800011655955101,0.0,0.0,0.0
matric,Computer Science,"MS Office, Machine Learning, Accounting",Google Data Analytics,83,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,"ms office, machine learning, accounting","['ms office', 'machine learning', 'accounting']",3,ms_office machine_learning accounting,0.572021914057684,0.0,0.0,0.0,0.0,0.5861584381707319,0.0,0.5737675619961727,0.0,0.0
masters,Arts,"Machine Learning, Financial Analysis, Counseling",Creative Writing,69,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Masters,3,"machine learning, financial analysis, counseling","['machine learning', 'financial analysis', 'counseling']",3,machine_learning financial_analysis counseling,0.0,0.0,0.5754255917201122,0.0,0.5729937435460111,0.583578236615012,0.0,0.0,0.0,0.0
bachelors,Commerce,Counseling,AWS Certified,85,Clerk,0,Clerk,Other,Business And Finance,Bachelors,2,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intermediate,Business,"Communication, Marketing",Creative Writing,70,Professor,0,Professor,Professor,Education,High School,1,"communication, marketing","['communication', 'marketing']",2,communication marketing,0.0,0.7101148223264059,0.0,0.0,0.0,0.0,0.7040858890166292,0.0,0.0,0.0
phd,Finance,"Machine Learning, Marketing, Counseling",CFA Level 1,63,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,"machine learning, marketing, counseling","['machine learning', 'marketing', 'counseling']",3,machine_learning marketing counseling,0.0,0.0,0.5750622255686548,0.0,0.0,0.5832097222823783,0.5737332625526753,0.0,0.0,0.0
bachelors,Computer Science,"Financial Analysis, Marketing",Tally ERP,83,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,"financial analysis, marketing","['financial analysis', 'marketing']",2,financial_analysis marketing,0.0,0.0,0.0,0.0,0.7064271151785592,0.0,0.707785794531438,0.0,0.0,0.0
phd,Science,"Counseling, Marketing",Tally ERP,82,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,"counseling, marketing","['counseling', 'marketing']",2,counseling marketing,0.0,0.0,0.7079243110200052,0.0,0.0,0.0,0.7062883050616448,0.0,0.0,0.0
bachelors,Finance,"Data Analysis, Python",Unknown,70,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,"data analysis, python","['data analysis', 'python']",2,data_analysis python,0.0,0.0,0.0,0.7103118974401761,0.0,0.0,0.0,0.0,0.7038870707399993,0.0
masters,Science,Accounting,Digital Marketing,89,Professor,0,Professor,Professor,Education,Masters,3,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Business,"SQL, Python",Digital Marketing,78,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,"sql, python","['sql', 'python']",2,sql python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018433587069491,0.7123313132517402
phd,Finance,"Accounting, Communication, Machine Learning",CFA Level 1,92,Data Entry Operator,0,Data Entry Operator,Other,Other,Doctorate,4,"accounting, communication, machine learning","['accounting', 'communication', 'machine learning']",3,accounting communication machine_learning,0.5694604400271264,0.5789674194789868,0.0,0.0,0.0,0.5835336617762121,0.0,0.0,0.0,0.0
masters,Arts,"Financial Analysis, Counseling, SQL",CFA Level 1,76,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Masters,3,"financial analysis, counseling, sql","['financial analysis', 'counseling', 'sql']",3,financial_analysis counseling sql,0.0,0.0,0.5786102267298922,0.0,0.5761649197368836,0.0,0.0,0.0,0.0,0.5772730643189353
intermediate,Engineering,Python,Unknown,81,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
phd,Psychology,"Machine Learning, Data Analysis, Python",Creative Writing,65,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Doctorate,4,"machine learning, data analysis, python","['machine learning', 'data analysis', 'python']",3,machine_learning data_analysis python,0.0,0.0,0.0,0.5747464850653311,0.0,0.5876067691964394,0.0,0.0,0.569547858129209,0.0
bachelors,Psychology,"Financial Analysis, SQL",Digital Marketing,90,School Counselor,0,School Counselor,Other,Other,Bachelors,2,"financial analysis, sql","['financial analysis', 'sql']",2,financial_analysis sql,0.0,0.0,0.0,0.0,0.7064271151785592,0.0,0.0,0.0,0.0,0.707785794531438
bachelors,Engineering,"Counseling, MS Office",Creative Writing,72,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,"counseling, ms office","['counseling', 'ms office']",2,counseling ms_office,0.0,0.0,0.7096819808747515,0.0,0.0,0.0,0.0,0.7045221685807259,0.0,0.0
bachelors,Arts,Data Analysis,Digital Marketing,69,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Computer Science,"MS Office, SQL",Google Data Analytics,85,Professor,0,Professor,Professor,Education,Bachelors,2,"ms office, sql","['ms office', 'sql']",2,ms_office sql,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053426643039672,0.0,0.7088665078225809
bachelors,Arts,Machine Learning,Digital Marketing,81,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,machine learning,['machine learning'],1,machine_learning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
matric,Computer Science,Counseling,CFA Level 1,60,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Psychology,Accounting,AWS Certified,67,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Bachelors,2,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Computer Science,"Marketing, Machine Learning, Communication",Google Data Analytics,82,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Bachelors,2,"marketing, machine learning, communication","['marketing', 'machine learning', 'communication']",3,marketing machine_learning communication,0.0,0.5774534631022978,0.0,0.0,0.0,0.5820077650184055,0.572550835655179,0.0,0.0,0.0
intermediate,Engineering,"Communication, Accounting",AWS Certified,68,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,"communication, accounting","['communication', 'accounting']",2,communication accounting,0.7012291434226504,0.7129359637546251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intermediate,Finance,"Financial Analysis, Communication",Creative Writing,80,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,"financial analysis, communication","['financial analysis', 'communication']",2,financial_analysis communication,0.0,0.7107909019185444,0.0,0.0,0.7034033648979952,0.0,0.0,0.0,0.0,0.0
phd,Science,"MS Office, Accounting",Tally ERP,80,Data Entry Operator,0,Data Entry Operator,Other,Other,Doctorate,4,"ms office, accounting","['ms office', 'accounting']",2,ms_office accounting,0.7060286613572762,0.0,0.0,0.0,0.0,0.0,0.0,0.7081832597160516,0.0,0.0
bachelors,Engineering,"Accounting, MS Office",Unknown,76,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,"accounting, ms office","['accounting', 'ms office']",2,accounting ms_office,0.7060286613572762,0.0,0.0,0.0,0.0,0.0,0.0,0.7081832597160516,0.0,0.0
matric,Finance,Financial Analysis,Mental Health Basics,70,Sales Assistant,0,Sales Assistant,Other,Business And Finance,High School,1,financial analysis,['financial analysis'],1,financial_analysis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
masters,Arts,"Marketing, Financial Analysis, Python",AWS Certified,72,School Counselor,0,School Counselor,Other,Other,Masters,3,"marketing, financial analysis, python","['marketing', 'financial analysis', 'python']",3,marketing financial_analysis python,0.0,0.0,0.0,0.0,0.5794441038518663,0.0,0.5805585553262437,0.0,0.5720107467074481,0.0
bachelors,Arts,"Machine Learning, Accounting",Digital Marketing,89,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Bachelors,2,"machine learning, accounting","['machine learning', 'accounting']",2,machine_learning accounting,0.6984239490959494,0.0,0.0,0.0,0.0,0.7156842790848619,0.0,0.0,0.0,0.0
bachelors,Science,Python,CFA Level 1,92,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
intermediate,Psychology,Marketing,Mental Health Basics,70,Data Entry Operator,0,Data Entry Operator,Other,Other,High School,1,marketing,['marketing'],1,marketing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
phd,Science,"Financial Analysis, Data Analysis, Accounting",Unknown,75,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Doctorate,4,"financial analysis, data analysis, accounting","['financial analysis', 'data analysis', 'accounting']",3,financial_analysis data_analysis accounting,0.5757336331661231,0.0,0.0,0.577050058039276,0.5792616111552742,0.0,0.0,0.0,0.0,0.0
phd,Business,Communication,AWS Certified,63,Data Entry Operator,0,Data Entry Operator,Other,Other,Doctorate,4,communication,['communication'],1,communication,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Commerce,Accounting,Creative Writing,70,Data Entry Operator,0,Data Entry Operator,Other,Other,Doctorate,4,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Business,Machine Learning,Google Data Analytics,69,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,machine learning,['machine learning'],1,machine_learning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
phd,Engineering,"MS Office, Counseling, Marketing",Unknown,88,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Doctorate,4,"ms office, counseling, marketing","['ms office', 'counseling', 'marketing']",3,ms_office counseling marketing,0.0,0.0,0.5791974735000259,0.0,0.0,0.0,0.5778589539676933,0.5749863615865597,0.0,0.0
bachelors,Finance,Data Analysis,Tally ERP,72,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Bachelors,2,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
masters,Business,Financial Analysis,Tally ERP,95,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,financial analysis,['financial analysis'],1,financial_analysis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
masters,Psychology,Python,Mental Health Basics,79,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Masters,3,python,['python'],1,python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
phd,Business,"Data Analysis, Communication, Python",Mental Health Basics,85,Data Entry Operator,0,Data Entry Operator,Other,Other,Doctorate,4,"data analysis, communication, python","['data analysis', 'communication', 'python']",3,data_analysis communication python,0.0,0.5845840752668058,0.0,0.5762995798892088,0.0,0.0,0.0,0.0,0.5710869050888622,0.0
masters,Business,"Machine Learning, Accounting",Mental Health Basics,64,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,"machine learning, accounting","['machine learning', 'accounting']",2,machine_learning accounting,0.6984239490959494,0.0,0.0,0.0,0.0,0.7156842790848619,0.0,0.0,0.0,0.0
bachelors,Business,"MS Office, Accounting, Counseling",Mental Health Basics,95,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,"ms office, accounting, counseling","['ms office', 'accounting', 'counseling']",3,ms_office accounting counseling,0.574768015519681,0.0,0.5807444027918621,0.0,0.0,0.0,0.0,0.5765220437775914,0.0,0.0
masters,Computer Science,Communication,Creative Writing,61,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,communication,['communication'],1,communication,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Arts,"Financial Analysis, Machine Learning",Mental Health Basics,78,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,"financial analysis, machine learning","['financial analysis', 'machine learning']",2,financial_analysis machine_learning,0.0,0.0,0.0,0.0,0.7006062793572722,0.7135480651821291,0.0,0.0,0.0,0.0
intermediate,Psychology,"Machine Learning, Counseling, MS Office",Mental Health Basics,77,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,High School,1,"machine learning, counseling, ms office","['machine learning', 'counseling', 'ms office']",3,machine_learning counseling ms_office,0.0,0.0,0.576003185595202,0.0,0.0,0.5841640138552924,0.0,0.5718152980645526,0.0,0.0
intermediate,Computer Science,"Accounting, Python",CFA Level 1,90,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Bachelors,2,"accounting, python","['accounting', 'python']",2,accounting python,0.7095076536896497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7046977290695692,0.0
intermediate,Computer Science,"Marketing, Financial Analysis",Google Data Analytics,90,Data Entry Operator,0,Data Entry Operator,Other,Other,Bachelors,2,"marketing, financial analysis","['marketing', 'financial analysis']",2,marketing financial_analysis,0.0,0.0,0.0,0.0,0.7064271151785592,0.0,0.707785794531438,0.0,0.0,0.0
phd,Psychology,"Data Analysis, Communication",Google Data Analytics,64,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Doctorate,4,"data analysis, communication","['data analysis', 'communication']",2,data_analysis communication,0.0,0.7121348233687004,0.0,0.7020427290027509,0.0,0.0,0.0,0.0,0.0,0.0
phd,Commerce,"Marketing, Data Analysis",Google Data Analytics,83,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Doctorate,4,"marketing, data analysis","['marketing', 'data analysis']",2,marketing data_analysis,0.0,0.0,0.0,0.7050721272299464,0.0,0.0,0.7091355973320181,0.0,0.0,0.0
matric,Psychology,Data Analysis,CFA Level 1,64,School Counselor,0,School Counselor,Other,Other,Bachelors,2,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Psychology,"Data Analysis, Accounting",Unknown,76,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Bachelors,2,"data analysis, accounting","['data analysis', 'accounting']",2,data_analysis accounting,0.7062988379014659,0.0,0.0,0.7079138023651176,0.0,0.0,0.0,0.0,0.0,0.0
phd,Engineering,SQL,CFA Level 1,62,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,sql,['sql'],1,sql,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
masters,Commerce,Machine Learning,Tally ERP,86,School Counselor,0,School Counselor,Other,Other,Masters,3,machine learning,['machine learning'],1,machine_learning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
phd,Engineering,"Marketing, Financial Analysis, Machine Learning",AWS Certified,65,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,"marketing, financial analysis, machine learning","['marketing', 'financial analysis', 'machine learning']",3,marketing financial_analysis machine_learning,0.0,0.0,0.0,0.0,0.5734321959170613,0.5840247881950583,0.5745350846201253,0.0,0.0,0.0
bachelors,Science,"MS Office, Counseling",AWS Certified,60,Professor,0,Professor,Professor,Education,Bachelors,2,"ms office, counseling","['ms office', 'counseling']",2,ms_office counseling,0.0,0.0,0.7096819808747515,0.0,0.0,0.0,0.0,0.7045221685807259,0.0,0.0
masters,Computer Science,"SQL, Python",CFA Level 1,72,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Masters,3,"sql, python","['sql', 'python']",2,sql python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018433587069491,0.7123313132517402
intermediate,Engineering,"Python, Marketing, MS Office",Unknown,72,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,"python, marketing, ms office","['python', 'marketing', 'ms office']",3,python marketing ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.5811545159720667,0.5782655410355703,0.5725979327731738,0.0
phd,Arts,"Marketing, Accounting, Communication",Tally ERP,61,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Doctorate,4,"marketing, accounting, communication","['marketing', 'accounting', 'communication']",3,marketing accounting communication,0.5726115760663791,0.5821711628346911,0.0,0.0,0.0,0.0,0.5772284817284062,0.0,0.0,0.0
phd,Commerce,Counseling,Digital Marketing,79,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Doctorate,4,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intermediate,Science,"Machine Learning, Python, Marketing",Google Data Analytics,67,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,"machine learning, python, marketing","['machine learning', 'python', 'marketing']",3,machine_learning python marketing,0.0,0.0,0.0,0.0,0.0,0.586488075938272,0.5769583468867233,0.0,0.5684635456561514,0.0
phd,Psychology,Marketing,Creative Writing,80,School Counselor,0,School Counselor,Other,Other,Doctorate,4,marketing,['marketing'],1,marketing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
masters,Psychology,"Accounting, Financial Analysis, Machine Learning",Creative Writing,90,Clerk,0,Clerk,Other,Business And Finance,Masters,3,"accounting, financial analysis, machine learning","['accounting', 'financial analysis', 'machine learning']",3,accounting financial_analysis machine_learning,0.5714443949770053,0.0,0.0,0.0,0.574946089391514,0.585566646713053,0.0,0.0,0.0,0.0
intermediate,Computer Science,"Counseling, SQL, MS Office",Google Data Analytics,85,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,"counseling, sql, ms office","['counseling', 'sql', 'ms office']",3,counseling sql ms_office,0.0,0.0,0.5791974735000259,0.0,0.0,0.0,0.0,0.5749863615865597,0.0,0.5778589539676933
bachelors,Psychology,Counseling,Creative Writing,62,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Bachelors,2,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masters,Commerce,Counseling,AWS Certified,71,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Masters,3,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Engineering,MS Office,Unknown,78,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Bachelors,2,ms office,['ms office'],1,ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
masters,Arts,Accounting,Unknown,62,Clerk,0,Clerk,Other,Business And Finance,Masters,3,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Arts,Machine Learning,Digital Marketing,74,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Doctorate,4,machine learning,['machine learning'],1,machine_learning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
phd,Arts,Data Analysis,AWS Certified,87,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Doctorate,4,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
phd,Arts,Communication,Mental Health Basics,82,Clerk,0,Clerk,Other,Business And Finance,Doctorate,4,communication,['communication'],1,communication,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matric,Business,"Python, Financial Analysis, Machine Learning",Mental Health Basics,82,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,High School,1,"python, financial analysis, machine learning","['python', 'financial analysis', 'machine learning']",3,python financial_analysis machine_learning,0.0,0.0,0.0,0.0,0.5762187770353191,0.5868628437820422,0.0,0.0,0.5688267957647349,0.0
masters,Computer Science,"Counseling, Python",Google Data Analytics,78,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Masters,3,"counseling, python","['counseling', 'python']",2,counseling python,0.0,0.0,0.7131426475836176,0.0,0.0,0.0,0.0,0.0,0.701018947103021,0.0
masters,Engineering,"Python, MS Office",Google Data Analytics,80,School Counselor,0,School Counselor,Other,Other,Masters,3,"python, ms office","['python', 'ms office']",2,python ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105804232572781,0.7036159904973078,0.0
phd,Business,Data Analysis,AWS Certified,84,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Doctorate,4,data analysis,['data analysis'],1,data_analysis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
matric,Psychology,"Marketing, Communication",Creative Writing,87,Software Engineer,0,Software Engineer,Software Engineer,Technology,High School,1,"marketing, communication","['marketing', 'communication']",2,marketing communication,0.0,0.7101148223264059,0.0,0.0,0.0,0.0,0.7040858890166292,0.0,0.0,0.0
intermediate,Finance,"Communication, Data Analysis",Unknown,64,Data Entry Operator,0,Data Entry Operator,Other,Other,High School,1,"communication, data analysis","['communication', 'data analysis']",2,communication data_analysis,0.0,0.7121348233687004,0.0,0.7020427290027509,0.0,0.0,0.0,0.0,0.0,0.0
masters,Engineering,MS Office,CFA Level 1,82,Junior Accountant,0,Junior Accountant,Accountant,Business And Finance,Masters,3,ms office,['ms office'],1,ms_office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
phd,Arts,"SQL, Communication",Google Data Analytics,69,Financial Analyst,0,Financial Analyst,Financial Analyst,Business And Finance,Doctorate,4,"sql, communication","['sql', 'communication']",2,sql communication,0.0,0.7101148223264059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7040858890166292
masters,Computer Science,Counseling,Tally ERP,92,Sales Assistant,0,Sales Assistant,Other,Business And Finance,Masters,3,counseling,['counseling'],1,counseling,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Business,Marketing,Tally ERP,94,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Bachelors,2,marketing,['marketing'],1,marketing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
masters,Computer Science,"SQL, Financial Analysis",Creative Writing,87,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Masters,3,"sql, financial analysis","['sql', 'financial analysis']",2,sql financial_analysis,0.0,0.0,0.0,0.0,0.7064271151785592,0.0,0.0,0.0,0.0,0.707785794531438
intermediate,Finance,Marketing,AWS Certified,75,Professor,0,Professor,Professor,Education,Bachelors,2,marketing,['marketing'],1,marketing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
masters,Finance,"Marketing, Data Analysis, Counseling",AWS Certified,72,Data Entry Operator,0,Data Entry Operator,Other,Other,Masters,3,"marketing, data analysis, counseling","['marketing', 'data analysis', 'counseling']",3,marketing data_analysis counseling,0.0,0.0,0.5793435535093864,0.5746926291166169,0.0,0.0,0.5780046963876222,0.0,0.0,0.0
bachelors,Psychology,Communication,Mental Health Basics,79,ML Engineer,0,ML Engineer,Machine Learning Engineer,Technology,Bachelors,2,communication,['communication'],1,communication,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masters,Finance,"MS Office, Counseling, Python",Digital Marketing,81,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,Masters,3,"ms office, counseling, python","['ms office', 'counseling', 'python']",3,ms_office counseling python,0.0,0.0,0.5820449730029059,0.0,0.0,0.0,0.0,0.5778131580656373,0.572149983630395,0.0
intermediate,Commerce,"Machine Learning, Python, Data Analysis",Unknown,63,Research Scientist,0,Research Scientist,Research Analyst,Policy And Research,High School,1,"machine learning, python, data analysis","['machine learning', 'python', 'data analysis']",3,machine_learning python data_analysis,0.0,0.0,0.0,0.5747464850653311,0.0,0.5876067691964394,0.0,0.0,0.569547858129209,0.0
masters,Arts,"Accounting, MS Office",Mental Health Basics,85,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Masters,3,"accounting, ms office","['accounting', 'ms office']",2,accounting ms_office,0.7060286613572762,0.0,0.0,0.0,0.0,0.0,0.0,0.7081832597160516,0.0,0.0
masters,Computer Science,Machine Learning,Google Data Analytics,62,Software Engineer,0,Software Engineer,Software Engineer,Technology,Masters,3,machine learning,['machine learning'],1,machine_learning,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
bachelors,Finance,"Communication, Counseling, Data Analysis",Unknown,94,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,Bachelors,2,"communication, counseling, data analysis","['communication', 'counseling', 'data analysis']",3,communication counseling data_analysis,0.0,0.5812863905004313,0.5776862482901947,0.5730486286131219,0.0,0.0,0.0,0.0,0.0,0.0
phd,Psychology,Marketing,Creative Writing,72,Software Engineer,0,Software Engineer,Software Engineer,Technology,Doctorate,4,marketing,['marketing'],1,marketing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bachelors,Science,Accounting,AWS Certified,86,Business Analyst,0,Business Analyst,Business Analyst,Business And Finance,Bachelors,2,accounting,['accounting'],1,accounting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,Arts,"MS Office, Python",Digital Marketing,62,Software Engineer,0,Software Engineer,Software Engineer,Technology,Bachelors,2,"ms office, python","['ms office', 'python']",2,ms_office python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105804232572781,0.7036159904973078,0.0
matric,Science,"Accounting, Python",Tally ERP,95,Marketing Executive,0,Marketing Executive,Marketing Specialist,Business And Finance,High School,1,"accounting, python","['accounting', 'python']",2,accounting python,0.7095076536896497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7046977290695692,0.0
